,Dizi İsimleri,Yapım Yılı,Bölüm Sayısı,Sezon Sayısı,Yönetmen,Senarist,Platform,Türler,Aile,Dram,Komedi,Aksiyon,Polisiye,Tarihi,Romantik,Yapım Şirketi,Başroller,Gösterim Süresi,Besteci,Ödüllü Yönetmen,Ödüllü Aktör,İhraç,Sonuç
642,Sevdaluk,2013,20,1,Yüksel Aksu,Özge Efendioğlu,Show TV,"['Komedi','Dram','Aile']",1,1,1,0,0,0,0,BKM Film,"Demet Akbağ,Erdal Özyağcılar,Devin Özgür Çınar,Cengiz Bozkurt,Merve Erdoğan,Zuhal Gencer Erkaya,Hakan Salınmış",80,Unknown,0,1,0,Başarısız
643,Tatar Ramazan,2013,26,2,Cevdet Mercan,Can Sinan,atv,"['Dram', 'Aşk', 'Tarihî', 'Gerilim', 'Suç']",0,1,0,1,0,1,1,TMC Film,"Bülent İnal,Burak Yamantürk,Burcu Kara,Özge Özpirinçci,Osman Soykut",85,Unknown,0,1,0,Kısmen Başarılı
644,Tozlu Yollar,2013,7,1,Özer Kızıltan,Melek Öztürk,atv,['Dram'],0,1,0,0,0,0,0,Stil Medya,"Burcu Kara,Pamir Pekin,Nihat Altınkaya,Seda Akman,Yücel Erten,Selda Alkor,Asena Tuğal,Sinan Albayrak,Mehemt Ulay,Özlem Çakar,Buse Varol",83,Unknown,0,1,0,Başarısız
645,Vicdan,2013,7,1,Feride Kaytan,Murat Taşkent,Kanal D,['Dram'],0,1,0,0,0,0,0,D productions,"Timuçin Esen,Devrim Yakut,Atilla Şendil,Bensu Soral,Fırat Altunmeşe,Yeliz Akkaya,Bülent Kayabaş,Özgür Emre Yıldırım",120,Unknown,0,1,0,Başarısız
646,Yağmurdan Kaçarken,2013,8,1,Tayfun Güneyer,Tayfun Güneyer,atv,['Dram'],0,1,0,0,0,0,0,Süreç Film,"Furkan Andıç,Ezgi Aşaroğlu,Melike Emiroğlu,Ebru Şancı,,Enise Ütük,",83,Unknown,0,0,0,Başarısız
647,6 Mantı,2012,52,2,Ahmet KatıksızYahya Samancı,Hakan Haksun,TRT 1,"['Komedi', 'Aile']",1,0,1,0,0,0,0,ARC Film,"Burcu Binic,iİnan Ulaş Torun",60,Bolahenk,0,0,0,Kısmen Başarılı
648,Adını Feriha Koydum: Emir'in Yolu,2012,13,1,Barış Yöş,Melis Civelek,Show TV,['Dram'],0,1,0,0,0,0,0,Medyapım,"Çağatay Ulusoy,Gizem Karaca,Furkan Andıç,Yusuf Akgün,Zeynep Çamcı,Metin Çekmez,Deniz Uğur,Ahu Sungur,Sedef Şahin",80,ENC,0,1,0,Başarısız
649,Ağır Roman Yeni Dünya,2012,10,1,Metin Balekoğlu,Yıldız Tunç,Star TV,['Dram'],0,1,0,0,0,0,0,Tims Productions,"Onur Saylak,Nesrin Cavadzade,Macit Koper,Sumru Yavrucuk,Murat Daltaban,Özge Özpirinçci,Tamer Tıraşoğlu,Erkan Bektaş,Begüm Birgören",90,Unknown,0,1,0,Başarısız
650,Alev Alev,2012,16,1,Atilla Cengiz,Mahinur Ergun,atv,"['Romantik','Dram']",0,1,0,0,0,0,1,Erler Film,"Berk Oktay,Rojda Demirer,Hande Soral,İlker İnanoğlu,Rıza Akın,Mihriban Er",83,Unknown,0,0,0,Başarısız
651,Annem Uyurken,2012,8,1,Başak Soysal,Emre Özdür,Kanal D,['Komedi'],0,0,1,0,0,0,0,Tims Productions,"Efe Tunçer,Hümeyra Akbay,Şükrü Türen,Büşra Pekin,Erkan Köse",84,Erdem Doğan,0,0,0,Başarısız
652,Benim İçin Üzülme,2012,55,2,Serkan Birinci,Onur Kocal,atv,['Dram'],0,1,0,0,0,0,0,Boyut Film,"Fulya Zenginer,Tansel Öngel,Çağlar Ertuğrul,Öykü Çelik,Rana Cabbar,Beyazıt Gülercan",90,Unknown,0,1,0,Kısmen Başarılı
653,Bir Zamanlar Osmanlı,2012,20,2,Altan Dönmez,Abdullah Akın,TRT 1,['Tarihî'],0,0,0,0,0,1,0,Herşey Film,"Türkan Şoray,Özcan Deniz,Aslı Tandoğan,Cemal Hünal,Tolga Karel",80,Alpay Göltekin,1,1,0,Kısmen Başarılı
654,Böyle Bitmesin,2012,69,2,Emre Kabakuşak,Necati Şahin,TRT 1,"['Dram', 'Polisiye', 'Sosyal']",0,1,0,1,1,0,0,AT Yapım,"Yeliz Kuvancı,Nergis Öztürk,Cemal Toktaş",74,Unknown,1,0,0,Kısmen Başarılı
655,Bulutların Ötesi,2012,13,2,Sadullah Şentürk,Alphan Dikmen,TRT 1,['Dram'],0,1,0,0,0,0,0,Sepya Filmcilik,"Yavuz Bingöl,Ece Uslu,Hakkı Ergök,Kerem Arslanoğlu,Sibel Taşcıoğlu,Kerim Yağcı,Nihan Balyalı",90,Cem Erman,0,0,0,Kısmen Başarılı
656,Canım Benim,2012,65,2,Ebru Yalçın,Unknown,FOX,"['Komedi','Romantik']",0,0,1,0,0,0,1,Global Film,Salih Kalyon,98,Unknown,0,0,0,Kısmen Başarılı
657,Canımın İçi,2012,50,1,Hakan Algül,Meriç Acemi,Star TV,"['Aile','Komedi']",1,0,1,0,0,0,0,Adam Film,"Perran Kutman,Levent Öktem,Hare Sürel,Sercan Badur,Doğukan Polat",30,Unknown,0,0,0,Başarısız
658,Çıplak Gerçek,2012,16,1,Ümit Ünal,Ümit Ünal,Star TV,"['Dram','Polisiye']",0,1,0,0,1,0,0,Star Yapım,"Yetkin Dikinciler,Derya Alabora,Mustafa Uğurlu,Cem Bender,Beste Kökdemir,Nazlı Bulum,İdil Fırat,Erdem Akakçe,İbrahim Selim",45,Doğan Duru,0,0,0,Başarısız
659,Dedemin Dolabı,2012,15,1,Cemile Kırmızı Karadaş,Nisan Hakan Özkan,FOX,['Aile'],1,0,0,0,0,0,0,Düş Gezginleri Film,"Ayçin Tuyun,Zeynep Çiçekoğlu,Evren Duyal,Arda Karıştıranoğlu,Aslı Omağ",98,Volkan Akmehmet,0,0,0,Başarısız
660,Dila Hanım,2012,62,2,Onur Tan,Zülküf Yücel,Show TV,"['Aşk', 'Drama']",0,1,0,0,0,0,1,Gold Film,Erkan PetekkayaHatice ŞendilMahir GünşirayHülya DarcanNecip MemiliYonca CevherEmre MelemezGörkem Mertsöz,90,Unknown,0,0,0,Kısmen Başarılı
661,Düşman Kardeşler,2012,11,1,Semra Dündar,Unknown,Show TV,['Komedi'],0,0,1,0,0,0,0,Sinetel Film,Tarık PapuççuoğluMurat EkenKaan UrgancıoğluOya AydoğanHande SubaşıBurcu Biricik,80,Unknown,0,0,0,Başarısız
662,Esir Şehrin Gözyaşları - Bir Ferhat ile Şirin Hikayesi,2012,5,1,Çağatay Tosun,Sevgi Yılmaz,FOX,['Drama'],0,1,0,0,0,0,1,Koliba Film,Yiğit ÖzşenerSedef Avcı,90,Unknown,1,0,0,Başarısız
663,Eve Düşen Yıldırım,2012,22,2,Feride Kaytan,Meryem Gül,Show TV,['Dram'],0,1,0,0,0,0,0,Medyapım,Murat HanGizem KaracaSeda AkmanMehmetcan MincinozluBurcu Tuna,80,Unknown,0,0,0,Kısmen Başarılı
664,Evlerden Biri,2012,13,1,Bahadır İnce,Hakan Haksun,Star TV,['Dram'],0,1,0,0,0,0,0,Koliba Film,"Ceyda Ateş,Özgür Çevik,Barış Aytaç,Şemsi İnkaya",90,Fahir Atakoğlu,0,0,0,Başarısız
665,Harem,2012,32,1,Süleyman Seçik,Gani Müjde,FOX,['Sitcom'],0,0,0,0,0,0,0,Tükenmezkalem Film,Levent ÜzümcüNurseli İdizBelma CanciğerBaşak SayanÇiçek DilligilDuygu ŞenZuhal YalçınÖnder AçıkbaşMehmet Ali ErbilSerhan ArslanGamze KaramanÖmür ÖzdemirHande Katipoğlu,90,Unknown,0,0,0,Başarısız
666,Hayatımın Rolü,2012,19,1,Sadullah Celen,Gamze Özer,Star TV,"['Aile', 'Dram', 'Komedi']",1,1,1,0,0,0,0,Süreç Film,"Haluk Bilginer,Ebru Özkan,Bekir Aksoy,Ebru Aykaç,İlhan Şeşen",80,Unknown,0,1,0,Başarısız
667,Huzur Sokağı,2012,67,2,Şenol Sönmez,Unknown,atv,['Dram'],0,1,0,0,0,0,0,Set Film (2012-2013)  atv İç Yapımlar (2013-2014),Selin DemiratarAhmet Kutsi KaradoğanGüven HoknaSinem ÖztürkGökhan MeteYeşim Salkım,90,Unknown,0,0,0,Kısmen Başarılı
668,İbreti Ailem,2012,13,1,Ömer Uğur,Murat Emre Kaman,Star TV,['Komedi'],0,0,1,0,0,0,0,NTC Medya,"Müjdat Gezen,Şebnem Sönmez,Zafer Algöz",80,Unknown,0,0,0,Başarısız
669,İki Dünya Arasında,2012,705,4,Fatih Derin,Erkan Çıplak,Samanyolu TV,"['Dram', 'Aile']",1,1,0,0,0,0,0,Ser Film,"İnanç Ömer Benlioğlu,Başak Zebil,Sevinç Kumaş,Gökben Derviş",105,Galata,0,0,0,Başarılı
670,İşler Güçler,2012,41,1,Selçuk Aydemir,Selçuk Aydemir,Star TV,['Komedi'],0,0,1,0,0,0,0,Limon Film,"Ahmet Kural,Murat Cemcir,Sadi Celil Cengiz",75,Unknown,0,0,0,Başarısız
671,Kalbim Dört Mevsim,2012,16,1,Ilgaz Giritlioğlu,Unknown,Star TV,['Drama'],0,1,0,0,0,0,1,Unknown,"Sedat Mert,Mehmet Feim Mehmedof,Su Burcu Yazgı Coşkun",15,Unknown,0,0,0,Başarısız
672,Karadayı,2012,115,3,Uluç Bayraktar,Sema Ergenekon,atv,"['Aksiyon', 'Dram', 'Politik']",0,1,0,1,0,0,0,Ay Yapım,"Kenan İmirzalıoğlu,Bergüzar Korel,Çetin Tekindor,Yurdaer Okur",130,Toygar Işıklı,1,1,1,Başarılı
673,Kayıp Şehir,2012,26,1,Cevdet Mercan,Yıldırım Türker,Kanal D,"['Dram', 'Gerilim']",0,1,0,1,0,0,0,D Productions,"Gökçe Bahadır,Nik Xhelilaj,İlker Kaleli,Nazan Kesal,Uğur Polat,Cansu Tosun,Tugay Mercan,Ahmet Mekin,Ayta Sözeri",120,Sezen Aksu,0,1,0,Başarısız
674,Koyu Kırmızı,2012,13,1,Atıl İnaçUlaş İnaç,Gökhan Horzum,Star TV,"['Aksiyon', 'Drama']",0,1,0,1,0,0,1,TMC,"Özgü Namal,Ozan Güven,Muhammet Uzuner,İpek Bilgin,Zeynep Özder,Engin Hepileri,Çağlar Çorumlu,Ceren Soylu,Mustafa Uzunyılmaz,İdil Yener,Tuğçe Akiş",75,Unknown,0,0,0,Başarısız
675,Kötü Yol,2012,13,1,Nisan Akman,Unknown,Kanal D,['Drama'],0,1,0,0,0,0,1,Gold Film,"Cansel Elçin,Şükran Ovalı,İlker Aksum",90,Unknown,0,0,0,Başarısız
676,Krem,2012,24,1,Yasemin Türkmenli,Deniz Yeşilgün,atv,['Komedi'],0,0,1,0,0,0,0,Bando Yapım,"Duygu Yetiş,Kenan Ece,Ebru Akel,Larissa Gacamer,Ayşen Gruda,Devrim Yalçın",83,Alpay Göltekin,0,0,0,Başarısız
677,Kurt Kanunu,2012,18,1,Yasin Uslu,Selma Çergel,TRT 1,"['Tarihî', 'Dram', 'Macera']",0,1,0,1,0,1,0,Pana Film,"Ümit Acar,Ali Başar,Pelin Akil,Bahar Kerimoğlu,İlker Kızmaz",75,İskender Paydaş,0,0,0,Başarısız
678,Küçük Kıyamet,2012,36,1,Hasan Kıraç,Unknown,Samanyolu TV,"['Drama', 'Dini']",0,1,0,0,0,0,1,Unknown,"Emrah Girgin,Reha Yeprem",75,Unknown,0,0,0,Başarısız
679,Küçük Hesaplar,2012,10,1,Deniz Alnıtemiz,Kemal Kenan Ergen,Star TV,"['Komedi','Sitkom']",1,0,1,0,0,0,0,Star Yapım,"Mazhar Alanson,Seray Sever,Deniz Alnıtemiz,Ali Yoğurtçuoğlu,Arzu Oş,Gözde Türkpençe,Ali Çatalbaş",90,Emre Irmak,0,0,0,Başarısız
680,Merhaba Hayat,2012,13,1,Hülya Bilban,Unknown,FOX,"['Medikal', 'Drama']",0,1,0,0,0,0,1,Medyapım,"Vahide Perçin,Yetkin Dikinciler",90,Unknown,0,0,0,Başarısız
681,Seksenler,2012,655,10,Birol Güven,Murat Aras,TRT 1,"['Sitcom', 'Nostalji', 'Romantik']",1,0,0,0,0,0,1,MinT Motion Pictures,"Özlem Türkad,Şoray Uzun,Ayşe Tolga,İlker Ayrık,Zeynep Sever,Rasim Öztekin,Yasemin Baştan,Serhat Kılıç,Ceyhun Fersoy",100,Aydın Sarman,0,0,0,Olgun
682,Son,2012,25,1,Uluç Bayraktar,Berkun Oya,atv,['Dram'],0,1,0,0,0,0,0,Ay Yapım,"Engin Altan Düzyatan,Nehir Erdoğan,Erkan Can,Berrak Tüzünataç,Yiğit Özşener",90,Toygar Işıklı,1,0,0,Başarısız
683,Sudan Bıkmış Balıklar,2012,11,1,Cevriye Demir,Filiz Alpgezmen,Star TV,"['Gençlik','Dram']",0,1,1,0,0,0,0,Focus Film,"Burak Sağyaşar,Ezgi Eyüboğlu,Hakan İlçin,Feyza Işık,Burcu Altın,Payidar Tüfekçioğlu,Neriman Uğur,Mert Asker,Yiğit Kirazcı,Şevki Özcan,Bülent Ergün",90,Volkan Akmehmet,0,0,0,Başarısız
684,Sultan,2012,20,1,Azime Kanal,Seray Şahiner,Kanal D,"['Dram', 'Komedi']",0,1,1,0,0,0,0,Unknown,"Nurgül Yeşilçay,Şahin Irmak,Merve Altınkaya,Nur Sürer,Settar Tanrıöğen,Hande Dane,Seray Gözler,Hüseyin Karaca",84,Unknown,0,0,0,Başarısız
685,Suskunlar,2012,28,2,Çağatay Tosun,Pınar Bulut,Show TV,"['Dram', 'Gerilim']",0,1,0,1,0,0,0,Tims Productions,"Murat Yıldırım,Sarp Akkaya,Güven Murat Akpınar,Aslı Enver,Berk Hakman,Pelin Akil",90,Aytekin Ataş,1,1,0,Kısmen Başarılı
686,Şubat,2012,32,1,Volkan Kocatürk,Funda Alp,TRT 1,['Dram'],0,1,0,0,0,0,0,Unknown,"Alican Yücesoy,Melisa Sözen,Musa Uzunlar,Serkan Ercan,Özkan Uğur",100,Ayşe Önder,0,0,0,Başarısız
687,Türk'ün Uzayla İmtihanı,2012,9,1,Uğur Yağcıoğlu,Tayfun Güneyer,Show TV,"['Komedi', 'Bilimkurgu']",0,0,1,0,0,0,0,Süreç Film,"Ufuk Özkan,Peker Açıkalın,Sinan Çalışkanoğlu,Özge Ulusoy,Veysel Diker,Bala Atabek,Ayşe Melike Çerçi,Bülent Çolak,Yonca Oskay,Haki Biçici",90,Unknown,0,1,0,Başarısız
688,Uçurum,2012,24,2,Ali Bilgin,Unknown,atv,"['Dram','Aksiyon']",0,1,0,1,0,0,0,Unknown,Selçuk Yöntem,83,Unknown,1,0,0,Kısmen Başarılı
689,Ustura Kemal,2012,14,1,Mustafa Şevki Doğan,Baykut Badem,Show TV,"['Dram', 'Tarihî']",0,1,0,0,0,1,0,Süreç Film,"Oktay Kaynarca,Naz Elmas,Emre Kınay",90,Unknown,0,0,0,Başarısız
690,Veda,2012,8,1,Merve Girgin,Sündüz Haşar,Kanal D,"['Drama', 'Aşk', 'Tarihî']",0,1,0,0,0,1,1,Medyapım,Mehmet AslantuğFahriye EvcenMaral ÜnerJale ArıkanSevda ErginciAhmet Tansu Taşanlar,90,Zülfü Livaneli,0,0,0,Başarısız
691,Yalan Dünya,2012,90,4,Jale Atabey Özberk,Gülse Birsel,Kanal D,"['Komedi', 'Sit-com']",0,0,1,0,0,0,0,D Productions,"Altan Erkekli,Füsun Demirel,Olgun Şimşek,Beyazıt Öztürk,Gülse Birsel,Hasibe Eren,Sarp Apak,Öner Erkan",120,Unknown,0,0,1,Başarılı
692,Zengin Kız Fakir Oğlan,2012,136,4,Hasan Tolga Pulat,Birol Güven,TRT 1,"['Aile', 'Romantik komedi']",1,0,1,0,0,0,1,Mint Prodüksiyon,"Hüseyin Avni,Danyal,Ayda Aksel,Ufuk Özkan,Ecem Özkaya,Mahir İpek,Gözde Okur,Kemal Kuruçay,Ferdi Akarnur",110,Aydın Sarman,0,1,0,Başarılı
693,Adını Feriha Koydum,2011,67,2,Neslihan Yeşilyurt,Melis Civelek,Show TV,"['Aşk', 'Drama']",0,1,0,0,0,0,1,Medyapım,"Vahide Perçin,Hazal Kaya,Çağatay Ulusoy,Metin Çekmez,Deniz Uğur,Yusuf Akgün,Ceyda Ateş,Barış Kılıç",120,Nail Yurtsever,0,1,0,Kısmen Başarılı
694,Al Yazmalım,2011,37,1,Ali Bilgin,Mahinur Ergun,atv,"['Aşk', 'Dram']",0,1,0,0,0,0,1,Ay Yapım,"Seçkin Özdemir,Özge Özpirinçci,Barış Falay,Nesrin Cavadzade,Saygın Soysal,Ahmet Saraçoğlu,Gözde Kansu,Zeynep Eronat,Macit Koper",90,Toygar Işıklı,1,1,0,Başarısız
695,Alemin Kralı,2011,67,2,Derya Yaruç,Kemal Kenan Ergen,atv,"['Aile', 'Durum komedisi', 'Absürt komedi']",1,0,1,0,0,0,0,Süreç Film,"Oya Başar,Şafak Sezer,Evrim Akın,Metin Yıldız,Zeynep Gülmez,Ececan Gümeci,Hamdi Kahraman,Elvin Levinler,Birsu Demir,Yağmur Ün",90,Günay Uysal,0,0,0,Kısmen Başarılı
696,Anneler ile Kızları,2011,12,1,Hakan Arslan,Seval Bozkurt,Star TV,['Dram'],0,1,0,0,0,0,0,NTC Medya,"Ebru Özkan,Feride Çetin,Levent Üzümcü,Hülya Şen,Şerif Sezer,Ozan Çobanoğlu,Hikmet Körmükçü,Selda Özer,Mehmet Polat,Hüseyin Soysalan,Şevki Özcan",80,Uğur Akyürek,0,0,0,Başarısız
697,Avrupa Avrupa,2011,91,3,Cevriye Demir,Fethi Kantarcı,TRT 1,['Sitcom'],0,0,0,0,0,0,0,Mia Yapım,"Tarık Ünlüoğlu,Selen Seyven,Burak Serdar Şanal,Bahar Süer,Zuhal Topal,Şehsuvar Aktaş,Kadir Çöpdemir",100,Unknown,0,0,0,Başarılı
698,Ay Tutulması,2011,13,1,Feride Kaytan,Sema Tensi,Star TV,['Dram'],0,1,0,0,0,0,0,D Productions,"Kenan Ece,Naz Elmas,Nur Erkul,Laçin Ceylan,Mesut Akusta,Tülay Günal,Mehmet Esen,İskender Bağcılar,Serdar Özer,Ogün Kaptanoğlu",80,Cem Erman,0,0,0,Başarısız
699,Babam İçin,2011,23,1,Ahmet Katıksız,Deniz Akçay,FOX,['Dram'],0,1,0,0,0,0,0,Duka Film,"Hasan Kaçan,Altan Gördüm,Nurcan Eren,Füruzan Asena Ongan,Damla Cercisoğlu,Bülent Ergün,Erdal Küçükkömürcü,Özlem Çakar,Büşra Ayaydın,Emre Özcan,Burak Sevinç",98,Unknown,0,0,0,Başarısız
700,Başrolde Aşk,2011,25,2,Bülent İşbilen,Aslı Zengin,TRT 1,['Komedi'],0,0,1,0,0,0,0,TRT,"Ceyhun Sevilmiş,Erdal Akıncı,Fatih Özkan,Berivan Karaman,Mehmet Çelik,Beyazıt Öztürk,Fatma Toptaş,Murat Serezli,Vildan Atasever,Mustafa Sandal,Mert Turak,Çetin Altay,Ayşe Melike Çerçi",74,Unknown,0,0,0,Kısmen Başarılı
701,Beni Affet,2011,1477,8,Gürsel Ateş,Vural Balıkçı,Show TV,"['Aile', 'Aşk', 'Dram']",1,1,0,0,0,0,1,Focus Film,"Nusret Şenay,Ulviye Karaca,Gaye Turgut Evin,Mert Altınışık",50,İnanç Şanver,0,0,0,Kısmen Olgun
702,Bir Çocuk Sevdim,2011,39,1,Cevdet Mercan,Gaye Boralıoğlu,Kanal D,"['Dram', 'Aile']",1,1,0,0,0,0,0,TMC,"Bülent İnal,Çetin Tekindor,Hakan Kurtaş,Gülcan Arslan",120,Unknown,0,0,0,Başarısız
703,Canan,2011,28,2,Bahadır İnce,Yelda Eroğlu,FOX,['Dram'],0,1,0,0,0,0,0,Koliba Film,"Gamze Özçelik,Özlem Conker,Ragıp Savaş,Erdinç Gülener,Neriman Uğur,Mehmet Atay",100,Unknown,0,0,0,Kısmen Başarılı
704,Cennetin Sırları,2011,70,1,Murat Karahüseyinoğlu,Unknown,Star TV,"['Romantik', 'Gençlik', 'Dram']",0,1,0,0,0,0,1,Hayal Mahsulleri Ofisi,"Ozan Akbaba,Işıl Keskin,Gökay Müftüoğlu,Burçin Bilim,Alp Kadıoğlu,Didem Güçlü",45,Gökhan Tümkaya,0,0,0,Başarısız
705,Dedektif Memoli,2011,12,1,Tayfun Güneyer,Tayfun Güneyer,Star TV,"['Polisiye', 'Macera']",0,0,0,1,1,0,0,Süreç Film,"Emre Kızılırmak,Burcu Esmersoy,Özlem Yılmaz,Demir Karahan,Ünal Yeter",90,Unknown,0,0,0,Başarısız
706,Derin Sular,2011,116,1,Unknown,Unknown,FOX,['Drama'],0,1,0,0,0,0,1,Unknown,"Deniz Baysal,Hilal Altınbilek,Alican Albayrak",98,Unknown,0,0,0,Başarısız
707,Dinle Sevgili,2011,245,2,Neslihan Yeşilyurt,Nermin Yıldırım,FOX,"['Dram', 'Aşk']",0,1,0,0,0,0,1,Base Yapım,"Cem Kılıç,Ayça Ayşin Turan,Ecem Karavus",60,Cem Tuncer,0,0,0,Kısmen Başarılı
708,Firar,2011,35,2,Cemal Şan,Ozan Yurdukul,Star TV,"['Aksiyon', 'Aşk', 'Suç']",0,0,0,1,0,0,1,Koliba Film,"Caner Cindoruk,Didem Balçın,İsmail Hacıoğlu,Engin Şenkan,Ece Çeşmioğlu,Eda Özerkan,Lila Gürmen,Haldun Boysan,Şafak Pakdemir,Yavuz Çetin,Osman Akça,Eser Karabil,Beyza Şekerci,Necip Memili",90,Mayki Murat Başaran,0,0,0,Kısmen Başarılı
709,Hayat Devam Ediyor,2011,46,2,Mahsun Kırmızıgül,Bekir Baran Sıtkı,atv,['Dram'],0,1,0,0,0,0,0,Boyut Film,"Fikret Kuşkan,Arif Erkin Güzelbeyoğlu,Meltem Miraloğlu,Şenay Gürler,Onur Tuna,Neslihan Atagül",120,Mahsun Kırmızıgül,0,0,0,Kısmen Başarılı
710,Hayata Beş Kala,2011,35,1,Unknown,Unknown,TRT 1,['unknown'],1,1,0,0,0,0,0,Tunga Film,"Nilay Deniz,Özgün Aydın,Şeyma Korkmaz",74,Unknown,0,0,0,Başarısız
711,İffet,2011,40,2,Faruk Teber,Can Sinan,Star TV,['Drama'],0,1,0,0,0,0,1,Gold Film,"Deniz Çakır,İbrahim Çelikkol,Mahir Günşiray",90,"Mehmet Andiçen,Barış Aryay",0,0,0,Kısmen Başarılı
712,İstanbul'un Altınları,2011,16,1,Haluk Özenç,Unknown,atv,['Komedi'],0,0,1,0,0,0,0,Unknown,"Haluk Bilginer,Demet Akbağ,Salih Kalyon",60,Unknown,0,1,0,Başarısız
713,İzmir Çetesi,2011,16,1,Yıldız Hülya Bilban,Alican Yaraş,Star TV,['Komedi'],0,0,1,0,0,0,0,Pastel Film,"Kadir İnanır,Kenan Ece,Mustafa Üstündağ",90,Unknown,0,1,0,Başarısız
714,Kalbim Seni Seçti,2011,23,1,Hakan Gürtop,Unknown,atv,['Drama'],0,1,0,0,0,1,0,Unknown,"Ebru Cündübeyoğlu,Sermiyan Midyat,Burcin Oraloğlu",83,Unknown,0,0,0,Başarısız
715,Keşanlı Ali Destanı,2011,20,1,Çağan Irmak,Özen Yula,Kanal D,"['Epik', 'Dram', 'Politik']",0,1,0,0,0,0,0,D Productions,"Nejat İşler,Belçim Bilgin",120,Aria,0,0,0,Başarısız
716,Kurşun Bilal,2011,10,1,Hasan Karacadağ,Hasan Karacadağ,atv,"['Polisiye', 'Dram']",0,1,0,1,1,0,0,J Plan,"Gökhan Mumcu,Arda Kural,Leyla Göksun,Sefa Zengin,Levent Sülün,Barkın Bayoğlu,Cem Kurtoğlu,Koray Kadirağa,Umut Demirdelen",90,Alpay Göltekin,0,0,0,Başarısız
717,Kuzey Güney,2011,80,2,Mehmet Ada Öztekin,Ece Yörenç,Kanal D,"['Aksiyon', 'Dram', 'Polisiye']",0,1,0,1,1,0,0,Ay Yapım,"Kıvanç Tatlıtuğ,Buğra Gülsoy,Öykü Karayel",90,Toygar Işıklı,0,1,0,Kısmen Başarılı
718,Küçük Hanımefendi,2011,40,2,Serpil Kurtça,Rüya İşçileri,TRT 1,['Dram'],0,1,0,0,0,0,0,AT Yapım,"Cansu Tosun,Barış Bağcı,Derya Alabora,Beyazıt Gülercan,Arsen Gürzap,Zeynep Irgat,Ece Özdikici,Taner Ertürkler,Görkem Yeltan,",90,İlhan Yabantaş,0,0,0,Kısmen Başarılı
719,Leyla ile Mecnun,2011,104,3,Onur Ünlü,Burak Aksak,TRT 1,['Absürt komedi'],0,0,1,0,0,0,0,Eflatun Film,"Ali Atay,Ezgi Asaroğlu,Zeynep Çamcı,Müge Boz,Melis Birkan,Deniz Işın,Köksal Engür,Serkan Keskin,Ahmet Mümtaz Taylan,Cengiz Bozkurt,Osman Sonant",70,Mehmet Erdem,0,1,0,Başarılı
720,Mavi Kelebekler,2011,26,1,Metin Balekoğlu,Ümit Demiray,TRT 1,"['Dram', 'Savaş']",0,1,0,1,0,0,0,Sinevizyon,"Alma Terzic,Burak Hakkı,Oya Okar,Yunus Emre Yıldırımer",80,Unknown,0,0,0,Başarısız
721,Mazi Kalbimde Yaradır,2011,26,2,Çağatay Tosun,Redife ZerenerSevgi Yılmaz,TRT 1,"['Romantik', 'Dram']",0,1,0,0,0,0,1,Tims Productions,"Selçuk Yöntem,Sedef Avcı",74,Unknown,1,0,0,Kısmen Başarılı
722,Mor Menekşeler,2011,29,1,Unknown,Unknown,TRT 1,['Aksiyon'],0,0,0,1,0,0,0,Unknown,"Sarp Levendoğlu,Nilay Deniz",74,Unknown,0,0,0,Başarısız
723,Muhteşem Yüzyıl,2011,139,4,Taylan Biraderler,Yılmaz Şahin,Show TV,"['Tarihî', 'Kurgu']",0,0,0,0,0,1,0,Tims Productions,"Halit Ergenç,Meryem Uzerli,Vahide Perçin,Nebahat Çehre,Okan Yalabık,Nur Fettahoğlu,Selma Ergeç",100,Fahir Atakoğlu,0,1,1,Başarılı
724,Pis Yedili,2011,101,3,Süleyman Seçik,Gani Müjde,Show TV,"['Gençlik', 'Komedi']",0,0,1,0,0,0,0,Tükenmezkalem Film,"Kadir Doğulu,Eda Ece,Melis Babadağ,Uraz Kaygılaroğlu,Burak Alkaş,Halil Babür,Ayşegül Aldinç,Hazal Şenel,Sezer ArıçayÜmit İbrahim Kantarcılar,Bükre Atala,Ahmet Yıldırım,Melih Selçuk,Ümit Erlim,Güneş Zavrak,Ecem Karavus,Turan Özdemir",120,Unknown,0,0,0,Başarılı
725,Reis,2011,9,1,Sadullah Celen,Cüneyt Bolak,atv,"['Dram', 'Aşk', 'Romantik', 'Aile']",1,1,0,0,0,0,1,Most Production,"Mehmet Akif Alakurt,Melisa Sözen,Şükran Ovalı",120,Cem Yıldız,0,0,0,Başarısız
726,Sen de Gitme,2011,54,2,Türkan Derya,Nuran Evren Şit,TRT 1,"['Dram', 'Medikal']",0,1,0,0,0,0,0,NTC Medya,"Sinan Albayrak,Sezin Akbaşoğulları,Alican Yücesoy,Didem İnselel,Miraç Eronat,Batuhan Karacakaya",120,Dersaadetli,0,0,0,Kısmen Başarılı
727,Seni Bana Yazmışlar,2011,11,1,Barış Yöş,Banu Kiremitçi Bozkurt,atv,['Romantik'],0,0,0,0,0,0,1,Unknown,"Cemal Hünal,Yeliz Kuvancı",83,Unknown,0,0,0,Başarısız
728,Sırat,2011,5,1,Unknown,Unknown,Star TV,['Drama'],0,1,0,0,0,0,1,Unknown,"Aslı Bayram,Başak Parlak,İlker Kızmaz",80,Unknown,0,0,0,Başarısız
